,id,tweet
13,64376,"['great', 'awakening', 'qanon', 'patriots', 'united', 'wwgwga', 'awake', 'awake', 'see', 'clearly', '❤', '️', '🧡', '💛', '💚', 'check', 'video', 'url', 'url']"
14,12588,"['nigga', 'ware', 'da', 'hits']"
15,34263,"['stop', 'kavanaugh', 'liar', 'like', 'rest', 'gop', 'url']"
16,65773,"['dayspromo', 'week', 'september', 'th', 'days', 'dool', 'coma', 'things', 'gal', 'sami', 'going', 'ok', 'hattie', 'thanks', 'get', 'finishes', 'hattie', 'pretends', 'marlena', 'look', 'kayla', 'face', 'priceless', 'url']"
17,95457,"['bigg', 'boss', 'telugu', 'let', '’', 'include', 'tweetshe', 'business', 'head', 'star', 'maa', 'networkdon', '’', 'know', 'knows', 'biggboss', 'team', 'host', 'hurting', 'audience', 'emotions', 'bigg', 'boss', 'telugu']"
18,24930,"['dallas', 'policewoman', 'kills', 'neighbor', 'apartment', 'went', 'wrong', 'seeofficer', 'shot', 'man', 'apartment', 'involved', 'shooting', 'suspect', '“', 'devastatedsaid', 'dallas', 'police', 'officer', 'adds', 'sorry', 'family', 'url']"
19,15938,"['always', 'smack', 'url']"
20,45712,"['breaking', 'weeklong', 'trial', 'linn', 'county', 'jury', 'convicted', 'gregory', 'davis', 'firstdegree', 'murder', 'connection', 'carrie', 'davis', 'homicide', 'took', 'place', 'almost', 'year', 'ago', 'url', 'url']"
21,70840,"['kavanaugh', 'wild', 'claim', 'years', 'ago', 'groping', 'evolved', 'rape', 'violent', 'sexual', 'event', 'move', 'url', 'soros', 'based', 'org', 'supports', 'blm', 'antifa', 'etc', 'unbeievable']"
22,53563,"['kznlt', 'enjouji', 'really', 'prototype', 'character', 'brand', 'nothing', 'things', 'love', 'rolled', 'one', 'horrible', 'package', 'fed', 'directly', 'baby', 'mes', 'subconscious']"
23,59432,"['silsila', 'badallte', 'rishton', 'ka', 'tag', 'filled', 'appreciation', 'never', 'watched', 'serial', 'always', 'wanted', 'appreciation', 'aditi', 'underrated', 'since', 'starting', 'show', 'worth', 'appreciation', '👏', '👏', '👏']"
24,21454,"['beto', 'beto', 'senate', 'beto', 'orourke', 'betofor', 'tx', 'willie', 'nelson', 'laughs', 'conservatives', 'upset', 'url']"
25,83155,"['hiac', 'damn', 'matt', 'hardy', 'randy', 'orton', 'put', 'one', 'hell', 'cell', 'match', 'wooo', 'hope', 'okay']"
26,69576,"['school', 'shootings', 'arent', 'controversial', 'wanting', 'gun', 'control']"
27,49139,"['put', 'de', 'lauro', 'police', 'lineup', 'identifying', 'bag', 'lady', 'would', 'picked', 'everytime', 'proof', 'either', 'conn', 'voters', 'incompetent', 'vote', 'part', 'vast', 'voter', 'fraud', 'conspiracy', 'one', 'votes', 'woman', 'gross']"
28,76669,"['coffee', 'spit', 'spartacus', 'moment', 'never', 'saw', 'film']"
29,58995,"['familyfriends', 'tell', 'bad', 'shit', 'bfgf', 'go', 'right', 'back']"
30,88490,"['christine', 'blasey', 'ford', 'kavanaugh', 'accuser', 'liberals', 'try', 'every', 'time', 'confirm', 'judge', 'kavanaugh', 'url']"
31,77101,"['fellow', 'democrats', 'dont', 'want', '🦅', '🇺', '🇸', 'well', 'whats', 'best', 'america', 'purely', 'politics', 'dov', 'hikind', 'democratic', 'ny', 'assemblyman', 'url']"
32,86917,"['osho', 'quotes', 'via', 'listen', 'continuously', 'giving', 'hints', 'still', 'small', 'voice', 'shout', 'true', 'little', 'silent', 'start', 'feeling', 'way', 'person', 'never', 'try', '…', 'url', 'url']"
33,78472,"['yyc', 'looking', 'hockey', 'players', 'agesabilities', 'humboldt', 'tribute', 'game', 'sunday', 'arrive', 'pm', 'dress', 'participate', 'opening', 'ceremony', 'contact', 'lindsayclothier', 'interested', 'play', 'humboldt', 'strong', 'hockey', 'family', 'go', 'nucks']"
34,17798,"['conservatives', 'brexit', 'putting', 'britain', 'last', 'sending', 'chill', 'spine', 'uk']"
35,71873,"['gamers', 'go', 'follow', 'twitter', 'twitch', 'playing', 'black', 'ops', 'blackout', 'please', 'help', 'support', 'twitter', 'twitch', 'remember', 'support', 'support', 'support', 'streamers', 'url']"
36,30247,"['quick', 'tip', 'find', 'people', 'already', 'working', 'company', 'within', 'industry', 'interested', 'know', 'lot', 'people', 'send', 'us', 'resume', 'info', 'message', 'us', 'right', 'url', 'url']"
37,81150,"['liberal', 'logic', 'liberals', 'get', 'way', 'url']"
38,46444,"['ariana', 'asesina', 'serious', 'holy', 'shit', 'please', 'fucking', 'assholes', 'dont', 'blame', 'someone', 'death', 'one', 'sad', 'enough', 'today', 'dont', 'see', 'isnt', 'fault', 'none', 'overdose', 'died', 'end', 'stop', 'wanting', 'someone', 'blame', 'fuckers']"
39,60587,"['hiding', 'ugly', 'personality', 'worst']"
40,70569,"['bitch', 'url']"
41,59200,"['georgetown', 'classmate', 'says', 'left', 'accuser', 'absolutely', 'nuts', 'url', 'judge', 'kavanaugh', 'abc', 'cbs', 'democrats', 'liberals', 'women', 'monday', 'motivation', 'monday', 'morning', 'veterans', 'law', 'maga', 'gop', 'cnn', 'msnbc', 'nbc', 'moms', 'black', 'women', 'bet']"
42,30900,"['referring', 'lollygag', 'gun', 'control', 'kids', 'get', 'slaughtered', 'schools']"
43,44546,"['’', 'shocked', 'learn', 'human', 'traffickers', 'guns', 'probably', 'illegal', 'ca', 'needs', 'gun', 'control', '’', 'worry', 'actual', 'crime', 'pic', 'black', 'guns', 'worse']"
44,53982,"['weloveseungcheol', 'happy', 'proud', 'work', 'done', 'train', 'seventeen', 'along', 'members', 'see', 'wonderful', 'incredible', 'really', 'love', 'u', 'ㅠㅠ', '💕', 'url']"
45,37884,"['chequers', 'violation', 'democracy', 'stand', 'upbrexit', 'people', 'must', 'respected', 'url']"
46,15079,"['sessions', 'tells', 'chicago', '“', 'want', 'shootings', 'death', 'listen', 'aclu', 'antifa', 'black', 'lives', 'matter', '”', 'url']"
47,51628,"['conservatives', 'youre', 'clown', 'url']"
48,30899,"['voice', 'head', 'transfer', 'money', 'credit', 'card', '“', 'bullshit', 'bought', 'pay', '”']"
49,99680,"['levi', 'strauss', '“', 'never', 'afraid', 'take', 'unpopular', 'stand', 'support', 'greater', 'good', '”', 'shut', 'manufacturing', 'america', 'wasnt', 'even', 'news', 'story', 'happened', 'maybe', 'theyre', 'right', 'wasnt', 'unpopular', 'url']"
50,38628,"['wedding', 'clintons', 'always', 'know', 'whats', 'best']"
51,40110,"['kids', 'beating', 'paraplegic', 'trump', 'boy', 'left', 'teach', 'children', 'hate', 'violence', 'schools', 'teachers', 'democrats', 'liberals', 'walk', 'away', 'moms', 'mother', 'nea', 'teachthemyoung', 'christian', 'catholic', 'jews', 'evangelicals', 'family', 'black', 'women', 'black', 'twitter', 'blacks', 'news', 'media', 'disabled', 'maga', 'url']"
52,50310,"['b', 'j', 'r', 'b', 'q', 'b', 'bx', 'b', 'rb', 'z', 'b', 'q', 'b', 'h', 'b', 'h', 'ut', 'b']"
53,84101,"['ask', 'ally', 'say', 'adore', 'great', 'person', 'please', 'take', 'care', 'always', '❤', '️']"
54,84876,"['doj', 'employee', 'resisters', 'r', 'looking', 'conservatives', '’', 'license', 'plates', 'home', 'addresses', 'legal', 'details', 'lexis', 'nexis', 'give', 'dem', 'socialistsantifaproject', 'veritas', 'dont', 'worry', 'govt', 'history', 'ever', 'made', 'political', 'opponent', 'lists', 'oppressed', '🙄', 'url']"
55,57425,"['kelly', 'mc', 'parland', 'latest', 'floorcrosser', 'telling', 'truths', 'liberals', '’', 'like', 'hearing', 'url', 'url']"
56,83262,"['great', 'awakening', 'qanon', 'patriots', 'united', 'wwgwga', 'awake', 'awake', 'see', 'clearly', '❤', '️', '🧡', '💛', '💚', 'check', 'video', 'url', 'url']"
57,46777,"['boycott', 'levis', 'since', 'late', 'levi', '’', 'used', 'name', 'resources', 'attack', 'gun', 'rights', 'company', 'gave', 'gun', 'control', 'group', 'pax', 'followed', 'donation', 'another', 'url']"
58,54053,"['fucking', 'serious', 'url']"
59,15998,"['gets', 'bitches']"
60,62945,"['got', 'pretty', 'deep', 'debate', 'friend', 'told', 'latinos', 'trump', 'blacks', 'trump', 'paid', 'supporters', '😂', 'said', 'mean', 'antifa', 'paid', 'domestic', 'terrorist', 'said', 'antifascist', 'said', 'fascist', 'kidding']"
61,96457,"['antifa', 'take', 'note', 'protest', 'civility', 'socialism', 'aka', 'communism', 'never', 'win', 'inherently', 'evil', 'unsustainable', 'url']"
62,85977,"['gmm', 'roastmycat', 'hi', 'fiona', 'weeks', 'old', 'falls', 'asleep', 'weird', 'places', 'url']"
63,70841,"['omg', 'real', 'happened', 'peru', 'like', 'years', 'ago', 'inti', 'devaluated', 'fucking', 'much', 'comoletely', 'change', 'coin', 'system', 'money', 'worthless']"
64,46139,"['conservatism', 'disagreements', 'conservatives', 'conservatives', 'cant', 'debate', 'honestly', 'integrity', 'whatever', 'gets', 'thru', 'today', 'matters', 'theyre', 'fundamentally', 'dishonest', 'people', 'url']"
65,99009,"['halloween', 'sign', 'reading', 'creeping', 'behind', 'wood', 'wall', 'decoration', 'tmtinsta', 'cwsigns', 'url', 'via']"
66,66388,"['huniachiweek', 'matter', 'going', 'today', 'past', 'days', 'situation', 'never', 'permanent', 'god', 'going', 'change', 'life', 'good', 'trust', 'believe', 'able', 'please', 'read', 'url']"
67,91217,"['point', 'contention', 'decided', 'keep', 'group', 'top', 'end', 'talent', 'also', 'decided', 'hire', 'hot', 'trash', 'mike', 'mc', 'coy', 'wilks', 'hasnt', 'even', 'able', 'get', 'defense', 'line', 'correctly', 'head']"
68,91994,"['yet', 'everyone', 'seems', 'lack', 'url']"
69,58751,"['maga', 'expect', 'censorship', 'url']"
70,80947,"['apparently', 'im', 'committed', 'going', 'new', 'level', 'since', 'used', 'key', 'well', 'fuck', 'curiosity', 'killed', 'cathy']"
71,99253,"['ne', 'need', 'check', 'dentist', 'find', 'perfect', 'work', 'record', 'child', 'care', 'facility', 'check', 'online', 'kinds', 'licensed', 'professionals', 'free', 'url']"
72,40386,"['’', 'many', 'shootings', 'virginia', 'jacksonville', 'shooter', 'got', 'guns', 'maryland', 'among', 'poster', 'children', 'gun', 'control', 'good', '’', 'full', 'crap']"
73,58742,"['amnestyinternational', 'us', 'violation', 'international', 'human', 'rights', 'law', 'passing', 'stronger', 'guncontrol', 'url', 'via', 'url']"
74,39752,"['well', 'chuck', 'schumers', 'cousin', 'niece', 'something', 'obviously', 'part', 'dnc', 'conspiracy', 'nixon', 'part', 'deep', 'state', 'zionist', 'plot', 'big', 'comedy', 'whatever', 'hell', 'todays', 'conspiracy', 'theory']"
75,25262,"['gods', 'praiseroom', 'god', 'keeps', 'even', 'storms', 'may', 'rock', 'boat', 'lets', 'submit', 'one', 'really', 'knows', 'end', 'beginning', 'url']"
76,17703,"['spaldo', 'guy', 'godson']"
77,98916,"['antifa', 'bedfellows', 'democratic', 'socialists', 'america', 'dsa', 'james', 'okeefe', 'exposed', 'inserted', 'throughout', 'government', 'attempting', 'bring', 'america', 'trump', 'maga', '🇺', '🇸', 'deep', 'state', 'url']"
78,18709,"['cnn', 'ruthlessly', 'continues', 'fakenews', 'onslot', 'wheres', 'honest', 'analysis', 'right', 'url', 'tcot', 'cnn', 'nra', 'massshooting', 'cnnisfakenews', 'conservatives', 'fake', 'news', 'media', 'fake', 'news', 'pba', 'fake', 'news', 'cnn']"
79,26026,"['brexit', 'barometer', 'labour', 'fails', 'capitalise', 'conservatives', 'fail', 'please', 'kantar', 'nearly', 'two', 'thirds', 'uk', 'believe', 'government', 'handling', 'brexit', 'negotations', 'poorly', 'url']"
80,32190,"['antifa', 'ts', 'level', 'influence', 'scary']"
81,27550,"['three', 'accounts', 'two', 'quasianonymous', 'one', 'completely', 'anon', 'twitter', 'ever', 'bans', 'one', 'quasianon', 'ill', 'make', 'two', 'anon', 'accounts', 'tweet', 'insane', 'shit', 'drown', 'twitter', 'bullshit', 'one', 'banned', 'ill', 'make', 'even']"
82,68539,"['maga', 'alert', 'joe', 'biden', 'trump', 'supporters', 'dregs', 'society', 'video', 'url', 'via']"
83,93643,"['cerc', 'boyds', 'stock', 'sole', 'holder', 'stock', 'among', 'hedge', 'funds', 'track', 'url']"
84,99120,"['city', 'chicago', 'democrat', 'run', 'strictest', 'gun', 'control', 'nation', '😂', 'whats', 'point', 'bright', 'url']"
85,24040,"['liberals', 'pathetic', 'innocent', 'proven', 'guilty', 'mean', 'much', 'democrats', 'look', 'party', 'need', 'rapist', 'hang', 'kavanaugh', 'innocent', 'walk', 'away', 'democrats', 'liberal', 'lies', 'straight', 'pitts', 'hell', '🔥', 'url']"
86,85436,"['trump', 'may', 'many', 'things', 'entertaining', 'thanks', 'twitter', 'url']"
87,73516,"['million', 'reallocated', 'fema', 'ice', 'guy', 'gives', 'zero', 'shits', 'anyone', 'named', 'trump', '’', 'mid', 'atlantic', 'get', 'url']"
88,88905,"['fortnite', 'battle', 'royale', 'xbox', 'share', 'please', 'ban', 'cheating', 'scum', 'literally', 'invisible', 'url']"
89,52955,"['read', 'man', 'invented', 'bulbs', 'saw', 'failure', 'differently', 'new', 'wayz', 'differently', 'genius']"
90,33452,"['aunfettered', 'repeal', 'gun', 'control', 'laws', 'government', 'use', 'people', 'able', 'well', 'url']"
91,13276,"['good', 'thing', 'responsible', 'us', 'marines', '’', 'pretty', 'sure', 'group', 'antifa', 'members', '’', 'running', 'fast', 'direction', 'help', 'anyone', 'let', 'alone', 'elder', 'seniors', 'thank', 'salute', '❗', '️', 'url']"
92,26462,"['ford', 'theatre', 'right', 'cue', 'go', 'fund', 'acct', 'set', 'person', 'new', 'liberals', 'mode', 'bribery', 'payoffs', 'really', 'investigate', 'go', 'fund', 'new', 'outlet', 'slush', 'funds', 'comey', 'mc', 'cabe', 'strzok']"
93,94339,"['christian', 'twitter', 'facebook', 'silence', 'conservatives', 'christians', 'next', 'censored', 'darkness', 'takes', 'help', 'us', 'grow', 'living', 'faith', 'aloud', 'go', 'one', 'go', 'prayer', 'warriors', 'please', 'help', 'us', 'grow', 'movement', 'url']"
94,23786,"['ixine', 'aus', 'den', 'speakern', 'fick', 'deine', 'political', 'correctness']"
95,27371,"['fall', 'fashion', 'trending', 'coats', 'colors', 'url', 'looking', 'airdrie', 'calgary', 'lethbridge', 'toronto', 'vancouver', 'princegeorge', 'url']"
96,88670,"['republicans', 'put', 'wallin', 'budgetyou', 'going', 'loose', 'pres', 'trump', 'followers', 'u', 'r', 'support', 'url']"
97,54391,"['gmm', 'roastmycat', 'hi', 'fiona', 'weeks', 'old', 'falls', 'asleep', 'weird', 'places', 'url']"
98,42112,"['sesame', 'street', 'bertand', 'ernie', 'conversation', 'unattractive', 'creator', 'says', 'didnt', 'create', 'character', 'gay', 'attacked']"
99,37740,"['serena', 'williams', 'full', 'herselfshe', 'painful', 'watch', 'listen']"
100,72405,"['colin', 'kapernaeck', 'done', 'nothing', 'sit', 'ass', 'complain', '’', 'time', 'black', 'people', 'die', 'hard', 'white', 'liberals', 'think', 'cause', 'aka', 'wake', 'heck', 'stfu', 'colin', 'civil', 'rights', 'hero', 'martyr', 'near']"
101,20780,"['danganronpa', 'v', 'claiming', 'mastermind', 'yet', 'still', '’', 'believe', '’', 'think', '’', 'mastermind', 'evidence', 'suggests', '’', 'evidence', 'suggests', '’']"
102,38820,"['monbebe', 'selca', 'day', 'beautiful', 'url']"
103,82913,"['lock', 'maga', 'qanon', 'best', 'president', 'ever', 'url']"
104,97383,"['goodbye', 'nfl', '👋', 'great', 'players', 'became', 'marxists', '’', 'keep', 'nixing', 'sports', 'league', 'displays', 'support', 'bs', '‘', 'oppression', '’', 'narrative', 'goodbye', 'nike']"
105,21397,"['liberals', 'left', 'democrats', 'resist', 'resistance', 'antifa', 'blue', 'wave', 'blue', 'wave', '👌', 'walk', 'away', '👍', '😆', '🇺', '🇸', '🇺', '🇸', '🇺', '🇸', 'maga', '🇺', '🇸', '🇺', '🇸', '🇺', '🇸', 'url']"
106,51738,"['email', 'marketing', 'sales', 'teach', 'create', 'exclusive', 'online', 'traffic', 'economy', 'never', 'short', 'leads', 'sales', 'url', 'url']"
107,47445,"['jeff', 'sessions', '‘', 'listen', 'aclu', 'antifa', 'black', 'lives', 'matter', '’', 'want', 'chicago', 'shootings', 'url']"
108,27158,"['amazon', 'ship', 'live', 'christmas', 'trees', 'door', '—', 'stay', 'put', 'damn', 'lights', 'url']"
109,26382,"['sweet', 'congratulations', 'house', 'broken', 'get', 'better']"
110,17183,"['bet', 'lot', 'safer', 'sex', 'tho', '’', 'one', 'kids', 'cant', 'moms', 'get', 'dicked']"
111,10595,"['speaks', 'nsfw', 'url']"
112,49481,"['jamey', 'comey', 'silent', 'last', 'weeks', 'knows', 'hes', 'going', 'indicted', 'fbi', 'doj', 'strzok', 'page', 'text', 'messages', 'qanon', 'patriots', 'fight', 'ty', 'maga', 'url']"
113,37949,"['supernatural', 'tnt', 'man', 'would', 'king', 'omg', 'amazing', 'crowley', 'cas', 'always', 'great', 'together', 'miss']"
114,96729,"['available', 'adoption', 'lincoln', 'county', 'nc', 'roger', 'sex', 'maleneutered', 'age', 'weeks', 'old', 'intake', 'url']"
115,42325,"['conservatives', 'govt', 'made', 'life', 'hell', 'whistleblowers', 'say', 'threatened', 'regulator', 'thought', 'govt', 'promised', 'protect', 'whistleblowers', 'url']"
116,21748,"['apple', 'live', 'keynote', 'apple', 'events', 'url']"
117,24316,"['zuckerberg', 'lies']"
118,19516,"['lilduval', '“', 'know', 'u', '’', 'going', 'work', 'tomorrow', '”', 'happy', 'friday', 'smile', 'bitch', 'living', 'best', 'life', '❤', 'hittem', 'da', 'shoulders', 'url']"
119,79383,"['antifa', 'horst', 'whuuut', '😂', 'antifa', 'maassen', 'seehofer', 'url']"
120,64857,"['note', 'stalker', 'n', 'empire', 'trust', 'penance', 'life', 'n', 'career', 'true', 'nature', 'leave', 'stone', 'unturned', 'getting', 'left', 'nothing', 'every', 'one', 'matter', 'powerful']"
121,89936,"['free', 'leah', 'shaibu', 'negotiate', 'release', 'someones', 'daughter']"
122,90362,"['serena', 'williams', 'serena', 'caught', 'cheating', 'coach', 'collaborative', 'thinks', 'thief', 'mind', 'real', 'thief', 'umpire', 'spotted', 'going', 'called', 'like', 'couple', 'bank', 'robbers', 'blaming', 'guard', 'calling', 'police']"
123,75620,"['antifa', 'retweet', '’', 'stop', 'watching', 'url']"
124,24907,"['thank', 'following', '🔷', 'leicester', '🔹', 'vote', 'change', 'local', 'elections', '🔹', 'vote', 'tory', 'vote', 'conservative', '🔷', 'cut', 'crime', 'cut', 'red', 'tape', 'cut', 'taxes', 'cut', 'grass', '🇬', '🇧', 'better', 'services', 'lower', 'taxes', '🇬', '🇧', '🔵']"
125,26259,"['things', 'never', 'assume', 'someone', 'says', 'shehe', 'okay', 'smile', 'maybe', 'heshe', 'doesnt', 'wanna', 'worry']"
126,76095,"['repost', 'getrepost', '・', '・', '・', 'love', 'fooled', 'mistakes', 'made', 'dark', 'images', 'hold', 'remember', 'beauty', 'feel', '…', 'url']"
127,11557,"['nick', 'gehlfuss', 'stan', 'watched', 'friends', 'going', 'stop', 'tvtime', 'url']"
128,51963,"['seo', 'tips', 'master', 'fate', 'online', 'wise', 'dont', 'expect', 'pity', 'screw', 'nobody', 'else', 'blame']"
129,15180,"['fortnite', 'battle', 'royale', 'xbox', 'share', 'please', 'ban', 'cheating', 'scum', 'literally', 'invisible', 'url']"
130,58026,"['maga', 'qanon', 'great', 'awakening', 'inners', 'wwgwga', 'comes', 'pain', 'walk', 'away', 'goodbye', 'democrats', 'ellison', 'accuser', 'says', 'shes', 'sidelined', 'party', 'url']"
131,26432,"['truth', 'show', 'build', 'personal', 'online', 'traffic', 'economy', 'never', 'short', 'supply', 'qualified', 'prospects', 'sales', 'url', 'url']"
132,76565,"['gun', 'control', 'im', 'wondering', 'control', 'bodies', 'got', 'suicided', 'need', 'controlled', 'gitmo', 'pain', 'coming', 'maga', 'qanon', 'benghazi', 'hope', 'televise', 'demise']"
133,91588,"['antifa', 'new', 'cause', 'url']"
134,58033,"['balkan', 'conservatives', 'unite', 'family', 'congress', 'moldova', 'url']"
135,81352,"['boycott', 'nfl', 'dead', 'url']"
136,33133,"['walk', 'away', 'democrats', 'michelle', 'years', 'sure', 'dont', 'need', 'bad', 'advice', 'new', 'sheriff', 'town', 'whos', 'maga', 'get', 'vote', 'colors', 'genders', 'aka', 'americans', 'url']"
137,96661,"['constitution', 'day', 'enforce', 'u', 'immigration', 'laws', 'one', 'set', 'laws', 'illegal', 'aliens', 'one', 'set', 'laws', 'citizens', 'trump', 'maga', 'red', 'nation', 'rising', 'daca', 'url']"
138,91036,"['blasey', 'ford', '’', 'comical', 'liberals', 'always', 'want', 'ways', 'first', 'women', 'need', 'treated', 'equals', 'comes', 'ford', 'testifying', 'say', '’', 'unfair', 'men', 'asking', 'questions', 'dems', 'women', 'equal', 'receive', 'special', 'treatment']"
139,56581,"['gun', 'control', 'kills', 'people', 'need', 'concealed', 'carry', 'url']"
140,22882,"['ted', 'always', 'feel', 'appropriate', 'public', 'behavior', 'often', 'unable', 'control', 'gopdysfunction', 'url']"
141,66377,"['follow', 'white', 'rabbit', 'qanon', 'great', 'awakening', 'spy', 'gate', 'walk', 'away', 'qanon', 'qarmy', 'maga', 'google', 'maga', 'poland', 'fisadeclassification', 'dear', 'professor', 'ford', 'url', 'dem', 'us', 'senator', 'corey', 'booker', 'molesting', 'year', 'old', 'surfaces', 'url']"
142,40842,"['stick', 'comedy', 'werent', 'funny', 'yo', 'start', 'political', 'commentary', 'pathetic']"
143,73612,"['holder', 'needed', 'impeached']"
144,45709,"['broncos', 'little', 'guy', 'loves', 'broncos', 'one', 'biggest', 'fan', 'beon', 'url']"
145,21338,"['bbcnews', 'cleverly', 'cuts', 'nhs', 'james', 'cleverly', 'conservatives', 'coalition', 'health', 'spending', 'url']"
146,15630,"['cute', 'hell', 'love', 'looks', 'like', 'antifa', 'protestor', 'really', 'freezing', 'cold', 'hunter', 'need', 'dye', 'hair', 'omg', 'loved', 'redhead', 'url']"
147,15815,"['believe', 'women', 'think', 'things', 'cant', 'get', 'dumber', 'happens', 'liberals', 'probably', 'dont', 'realize', 'children', 'isnt', 'equality', 'treat', 'women', 'men', 'pretty', 'sure', 'thatll', 'better', 'results', 'culture']"
148,53858,"['today', 'two', 'important', 'days', 'life', 'day', 'born', 'day', 'find', 'mark', 'twain']"
149,89606,"['lady', 'bam', 'spoken', '❤', 'simply', 'best', '🙏', '🏼', 'spread', 'mary', 'love', '👠', '💃', 'onward', 'url']"
150,30942,"['media', 'credentials', 'poc', 'problem', 'please', 'send', 'dm', 'like', 'tweet']"
151,56973,"['alert', 'win', 'progressive', 'conservatives', 'ontario', 'court', 'appeal', 'granted', 'stay', 'bill', 'cut', 'number', 'toronto', 'city', 'councillors']"
152,24049,"['sierra', 'burgess', 'aloser', 'phone', 'dings', '😂']"
153,79204,"['metoo', 'racist']"
154,46229,"['gop', 'still', 'acting', 'like', 'wimps', '’', 'yet', 'realized', 'liberals', 'hate', 'regardless', 'sentiments', 'either', 'republicans', 'stupid', 'get', 'way', '’', 'tilted', 'far', 'left', 'confirm', 'kavanaugh']"
155,93101,"['serena', 'williams', 'first', 'mother', 'womens', 'tour', 'embarrassingly', 'entitled', 'bully', 'yes', 'kim', 'clijsters', 'winning', 'major', 'year', 'baby', 'url']"
156,42196,"['archers', 'want', 'brilliant', 'karate', 'kick', 'shit', 'everyone']"
157,38084,"['fed', 'agency', 'hijaked', 'info', 'fed', 'agency', 'extremist', 'group', 'secretly', 'funded', 'antifablmsoroscia']"
158,67973,"['baldwin', 'fundraises', 'k', 'street', 'firm', 'working', 'probono', 'gun', 'control', 'lobby', 'law', 'tammy', 'baldwin', 'fundraiser', 'url', 'url']"
159,72071,"['aafia', 'siddiqui', 'convicted', 'terrorist', 'widely', 'hailed', 'daughter', 'pakistan', 'url']"
160,34669,"['dregs', 'society', 'deplorables', 'liberals', 'usually', 'dehumanize', 'want', 'exterminate', 'later', 'url']"
161,66054,"['aldublove', 'beyond', 'rise', 'life', 'friends', 'know', 'fall', 'know', 'friends']"
162,15607,"['gemini', 'woman', 'cannot', 'change', 'scene', 'liable', 'change', 'cast']"
163,13959,"['wce', 'favorite', 'girl', 'hope', 'day', 'awesome', 'url']"
164,34575,"['emmy', 'awards', 'ratings', 'tank', 'expected', 'possibly', 'stand', 'watch', 'many', 'liberals', 'one', 'place', 'one', 'time']"
165,27546,"['cult', 'like', 'caps', 'hmm', 'else', 'see', 'cult', 'like', 'caps', 'maga', '🤯', '🤯']"
166,69203,"['eagles', 'setting', 'workout', 'jeremy', 'maclin', 'according', 'cant', 'week', 'though', 'still', 'hurting']"
167,86385,"['lets', 'friends', 'civil', 'discussion', 'totally', 'fine', 'told', 'face', 'life', 'sinful', 'criticize', 'ever', 'lightly', 'civil', 'anymore', 'deserves', 'block']"
168,20357,"['gutierrez', 'always', 'nothing', 'racebaiter']"
169,83011,"['disarmthem', 'antifa', 'give', 'jack', 'participation', 'trophy', 'url']"
170,80059,"['cognitive', 'dissonance', 'challenge', 'one', 'painful', 'conservatives', 'proceed', 'caution', 'url']"
171,52104,"['chequers', 'crashes', 'burns', 'strasbourg', 'along', 'mays', 'hopes', 'clinging', 'power', '…', 'support', 'ebbing', 'away', 'party', 'parliament', 'country', 'time', 'load', 'webley']"
172,29531,"['johnfund', 'kavanaugh', 'ford', 'controversy', '–', 'even', 'honest', 'liberals', 'upset', 'url', 'via', 'url']"
